"","benchmark","class","run","timeBudget","tool","score"
"275","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",4,60,"evosuite",0.82857143
"276","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",4,60,"evosuite",0.061875272
"277","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",4,60,"evosuite",0
"278","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",4,60,"evosuite",0
"279","SPOON-32","spoon.MavenLauncher",4,60,"evosuite",0.8166667
"280","SPOON-65","spoon.support.DefaultCoreFactory",4,60,"evosuite",0.105742406058841
"281","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",5,60,"evosuite",2.35534582
"282","GUAVA-22","com.google.common.graph.Graphs",5,60,"evosuite",1.29629635
"283","GUAVA-39","com.google.common.collect.TreeMultiset",5,60,"evosuite",2.2794798
"284","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",5,60,"evosuite",0
"285","GUAVA-90","com.google.common.io.FileBackedOutputStream",5,60,"evosuite",7
"286","GUAVA-95","com.google.common.collect.ComparatorOrdering",5,60,"evosuite",0.83333336
"287","GUAVA-102","com.google.common.collect.LinkedListMultimap",5,60,"evosuite",1.54365558
"288","GUAVA-110","com.google.common.collect.LexicographicalOrdering",5,60,"evosuite",0
"289","GUAVA-128","com.google.common.base.Throwables",5,60,"evosuite",6.01162308
"290","GUAVA-129","com.google.common.collect.SparseImmutableTable",5,60,"evosuite",2.93817198
"291","GUAVA-159","com.google.common.primitives.ParseRequest",5,60,"evosuite",5
"292","GUAVA-169","com.google.common.math.LongMath",5,60,"evosuite",6.82126324450549
"293","GUAVA-177","com.google.common.primitives.Doubles",5,60,"evosuite",6.9559019
"294","GUAVA-181","com.google.common.primitives.SignedBytes",5,60,"evosuite",7
"295","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",5,60,"evosuite",7
"296","GUAVA-196","com.google.common.io.Closeables",5,60,"evosuite",6.8
"297","GUAVA-206","com.google.common.collect.ImmutableEnumSet",5,60,"evosuite",0.83116886
"298","GUAVA-212","com.google.common.net.MediaType",5,60,"evosuite",2.4454702
"299","GUAVA-224","com.google.common.primitives.UnsignedLongs",5,60,"evosuite",7
"300","GUAVA-240","com.google.common.collect.FilteredMultimapValues",5,60,"evosuite",0.11538462
"301","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",5,60,"evosuite",3.41866414
"302","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",5,60,"evosuite",1.9246031
"303","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",5,60,"evosuite",6.57894737
"304","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",5,60,"evosuite",0.0078740156
"305","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",5,60,"evosuite",0.0249978691213822
"306","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",5,60,"evosuite",2.85714285714286
"307","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",5,60,"evosuite",1.2894737
"308","PDFBOX-117","org.apache.pdfbox.filter.Predictor",5,60,"evosuite",2.88577082
"309","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",5,60,"evosuite",3.05456362
"310","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",5,60,"evosuite",0.13793103
"311","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",5,60,"evosuite",0
"312","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",5,60,"evosuite",1.3252033
"313","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",5,60,"evosuite",5.18181824
"314","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",5,60,"evosuite",0.48111888
"315","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",5,60,"evosuite",2.7914286
"316","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",5,60,"evosuite",2.75452196
"317","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",5,60,"evosuite",0
"318","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",5,60,"evosuite",1.5381944
"319","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",5,60,"evosuite",2.85541118
"320","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",5,60,"evosuite",2.89610386701299
"321","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",5,60,"evosuite",0.2631579
"322","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",5,60,"evosuite",6.44685304
"323","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",5,60,"evosuite",0
"324","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",5,60,"evosuite",2.35785263333333
"325","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",5,60,"evosuite",1.04931546970385
"326","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",5,60,"evosuite",7
"327","FESCAR-10","com.alibaba.fescar.core.model.BranchType",5,60,"evosuite",7
"328","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",5,60,"evosuite",6.75
"329","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",5,60,"evosuite",7
"330","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",5,60,"evosuite",0.00810246235460806
"331","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",5,60,"evosuite",6.9722222
"332","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",5,60,"evosuite",2.3333333
"333","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",5,60,"evosuite",2.13226415896479
"334","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",5,60,"evosuite",7
"335","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",5,60,"evosuite",6.46948174
"336","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",5,60,"evosuite",7
"337","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",5,60,"evosuite",7
"338","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",5,60,"evosuite",2.6101375
"339","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",5,60,"evosuite",0
"340","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",5,60,"evosuite",0.919171617142609
"341","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",5,60,"evosuite",0
"342","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",5,60,"evosuite",0.1641791
"343","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",5,60,"evosuite",0.0301780553584102
"344","SPOON-16","spoon.reflect.path.CtElementPathBuilder",5,60,"evosuite",1.7280104
"345","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",5,60,"evosuite",0.82857143
"346","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",5,60,"evosuite",0.186875272
"347","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",5,60,"evosuite",2.7598685
"348","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",5,60,"evosuite",0.246333240891474
"349","SPOON-32","spoon.MavenLauncher",5,60,"evosuite",0
"350","SPOON-65","spoon.support.DefaultCoreFactory",5,60,"evosuite",1.30821917
"351","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",6,60,"evosuite",1.112421444
"352","GUAVA-22","com.google.common.graph.Graphs",6,60,"evosuite",1.9640524
"353","GUAVA-39","com.google.common.collect.TreeMultiset",6,60,"evosuite",2.50663393
"354","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",6,60,"evosuite",0
"355","GUAVA-90","com.google.common.io.FileBackedOutputStream",6,60,"evosuite",7
"356","GUAVA-95","com.google.common.collect.ComparatorOrdering",6,60,"evosuite",0
"357","GUAVA-102","com.google.common.collect.LinkedListMultimap",6,60,"evosuite",0.0080645156
"358","GUAVA-110","com.google.common.collect.LexicographicalOrdering",6,60,"evosuite",0
"359","GUAVA-128","com.google.common.base.Throwables",6,60,"evosuite",6.13092302
"360","GUAVA-129","com.google.common.collect.SparseImmutableTable",6,60,"evosuite",1.51991446282773
"361","GUAVA-159","com.google.common.primitives.ParseRequest",6,60,"evosuite",5
"362","GUAVA-169","com.google.common.math.LongMath",6,60,"evosuite",6.7910411
"363","GUAVA-177","com.google.common.primitives.Doubles",6,60,"evosuite",6.9903847
"364","GUAVA-181","com.google.common.primitives.SignedBytes",6,60,"evosuite",7
"365","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",6,60,"evosuite",7
"366","GUAVA-196","com.google.common.io.Closeables",6,60,"evosuite",6.8
"367","GUAVA-206","com.google.common.collect.ImmutableEnumSet",6,60,"evosuite",1.59307362
"368","GUAVA-212","com.google.common.net.MediaType",6,60,"evosuite",2.3197563
"369","GUAVA-224","com.google.common.primitives.UnsignedLongs",6,60,"evosuite",6.9642857
"370","GUAVA-240","com.google.common.collect.FilteredMultimapValues",6,60,"evosuite",0.0357576645955033
"371","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",6,60,"evosuite",4.13442859
"372","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",6,60,"evosuite",4.0198413
"373","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",6,60,"evosuite",6.57894737
"374","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",6,60,"evosuite",1.61919428550725
"375","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",6,60,"evosuite",0
"376","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",6,60,"evosuite",6.3571429
"377","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",6,60,"evosuite",3
"378","PDFBOX-117","org.apache.pdfbox.filter.Predictor",6,60,"evosuite",1.98925327373134
"379","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",6,60,"evosuite",4.3541668
"380","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",6,60,"evosuite",0.244597698
"381","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",6,60,"evosuite",0
"382","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",6,60,"evosuite",0.984009385070423
"383","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",6,60,"evosuite",5.36363632
"384","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",6,60,"evosuite",0.48111888
"385","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",6,60,"evosuite",0
"386","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",6,60,"evosuite",2.75452196
"387","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",6,60,"evosuite",0
"388","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",6,60,"evosuite",0.99074074
"389","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",6,60,"evosuite",2.93333328
"390","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",6,60,"evosuite",2.89810188
"391","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",6,60,"evosuite",0.21052631
"392","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",6,60,"evosuite",7
"393","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",6,60,"evosuite",0
"394","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",6,60,"evosuite",2.52146497058824
"395","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",6,60,"evosuite",1.47049296705597
"396","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",6,60,"evosuite",7
"397","FESCAR-10","com.alibaba.fescar.core.model.BranchType",6,60,"evosuite",7
"398","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",6,60,"evosuite",6.75
"399","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",6,60,"evosuite",7
"400","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",6,60,"evosuite",0.00809605998748889
"401","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",6,60,"evosuite",7
"402","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",6,60,"evosuite",2.4761905
"403","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",6,60,"evosuite",2.22456712781227
"404","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",6,60,"evosuite",7
"405","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",6,60,"evosuite",6.68185624
"406","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",6,60,"evosuite",7
"407","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",6,60,"evosuite",7
"408","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",6,60,"evosuite",2.6902379
"409","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",6,60,"evosuite",0
"410","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",6,60,"evosuite",0.637777614451668
"411","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",6,60,"evosuite",0.356495840629026
"412","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",6,60,"evosuite",0.1641791
"413","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",6,60,"evosuite",0.03189066
"414","SPOON-16","spoon.reflect.path.CtElementPathBuilder",6,60,"evosuite",0.25557809
"415","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",6,60,"evosuite",0.675218137368085
"416","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",6,60,"evosuite",1.17362012
"417","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",6,60,"evosuite",1.41885967
"418","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",6,60,"evosuite",0
"419","SPOON-32","spoon.MavenLauncher",6,60,"evosuite",0.8166667
"420","SPOON-65","spoon.support.DefaultCoreFactory",6,60,"evosuite",0.0525268115827053
"421","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",7,60,"evosuite",2.07154096
"422","GUAVA-22","com.google.common.graph.Graphs",7,60,"evosuite",1.42810453
"423","GUAVA-39","com.google.common.collect.TreeMultiset",7,60,"evosuite",0
"424","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",7,60,"evosuite",0.0162838517387897
"425","GUAVA-90","com.google.common.io.FileBackedOutputStream",7,60,"evosuite",7
"426","GUAVA-95","com.google.common.collect.ComparatorOrdering",7,60,"evosuite",0
"427","GUAVA-102","com.google.common.collect.LinkedListMultimap",7,60,"evosuite",1.19609504
"428","GUAVA-110","com.google.common.collect.LexicographicalOrdering",7,60,"evosuite",0
"429","GUAVA-128","com.google.common.base.Throwables",7,60,"evosuite",0
"430","GUAVA-129","com.google.common.collect.SparseImmutableTable",7,60,"evosuite",2.17763348526959
"431","GUAVA-159","com.google.common.primitives.ParseRequest",7,60,"evosuite",5
"432","GUAVA-169","com.google.common.math.LongMath",7,60,"evosuite",6.81002124444444
"433","GUAVA-177","com.google.common.primitives.Doubles",7,60,"evosuite",6.9903847
"434","GUAVA-181","com.google.common.primitives.SignedBytes",7,60,"evosuite",7
"435","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",7,60,"evosuite",7
"436","GUAVA-196","com.google.common.io.Closeables",7,60,"evosuite",6
"437","GUAVA-206","com.google.common.collect.ImmutableEnumSet",7,60,"evosuite",0.83116886
"438","GUAVA-212","com.google.common.net.MediaType",7,60,"evosuite",2.54882
"439","GUAVA-224","com.google.common.primitives.UnsignedLongs",7,60,"evosuite",7
"440","GUAVA-240","com.google.common.collect.FilteredMultimapValues",7,60,"evosuite",0.11538462
"441","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",7,60,"evosuite",0.732638851851852
"442","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",7,60,"evosuite",1.7646031
"443","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",7,60,"evosuite",6.57894737
"444","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",7,60,"evosuite",2.0716535
"445","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",7,60,"evosuite",0
"446","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",7,60,"evosuite",6.3571429
"447","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",7,60,"evosuite",2.6973685
"448","PDFBOX-117","org.apache.pdfbox.filter.Predictor",7,60,"evosuite",2.6971014
"449","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",7,60,"evosuite",2.19940488
"450","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",7,60,"evosuite",0.13103448
"451","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",7,60,"evosuite",0
"452","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",7,60,"evosuite",1.3252033
"453","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",7,60,"evosuite",4.4710643
"454","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",7,60,"evosuite",0.48111888
"455","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",7,60,"evosuite",2.7914286
"456","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",7,60,"evosuite",2.75452196
"457","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",7,60,"evosuite",0
"458","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",7,60,"evosuite",1.5046296
"459","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",7,60,"evosuite",2.93333328
"460","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",7,60,"evosuite",2.90909088
"461","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",7,60,"evosuite",0.21052631
"462","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",7,60,"evosuite",6.75454544
"463","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",7,60,"evosuite",0
"464","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",7,60,"evosuite",1.89035631176471
"465","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",7,60,"evosuite",1.46060923226729
"466","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",7,60,"evosuite",6.96666664
"467","FESCAR-10","com.alibaba.fescar.core.model.BranchType",7,60,"evosuite",7
"468","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",7,60,"evosuite",6.75
"469","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",7,60,"evosuite",7
"470","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",7,60,"evosuite",0.00808488015781687
"471","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",7,60,"evosuite",3
"472","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",7,60,"evosuite",2.4761905
"473","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",7,60,"evosuite",2.23085267462954
"474","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",7,60,"evosuite",7
"475","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",7,60,"evosuite",6.4887125
"476","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",7,60,"evosuite",7
"477","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",7,60,"evosuite",7
"478","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",7,60,"evosuite",2.7596996
"479","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",7,60,"evosuite",0
"480","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",7,60,"evosuite",0.911924733275964
"481","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",7,60,"evosuite",0.414579623279161
"482","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",7,60,"evosuite",0.1641791
"483","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",7,60,"evosuite",0
"484","SPOON-16","spoon.reflect.path.CtElementPathBuilder",7,60,"evosuite",0
"485","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",7,60,"evosuite",0
"486","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",7,60,"evosuite",0.29212932137185
"487","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",7,60,"evosuite",2.46710526
"488","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",7,60,"evosuite",0
"489","SPOON-32","spoon.MavenLauncher",7,60,"evosuite",0.8166667
